name,market,sectors,price_hoping,price_real,inv_comp,stock_amount,stock_fund,exec_company,percent_newstock,percent_lock_up,capital,company_size,profit,name_spac,price_diff,inv_comp_cat,exec_major,exec_quantity,listing_year,listing_month
액트,코스닥,인쇄 및 인쇄관련 산업,3750.0,2700.0,0.0,4000000.0,10800.0,한국투자증권,100.0,0.0,6000,중소벤쳐,-10.0,0.0,1050.0,0.0,1.0,1.0,2010.0,12.0
두산엔진,코스피,내연기관 제조업,27650.0,19300.0,0.0,10500000.0,202650.0,대우증권,100.0,0.0,62500,중소일반,15.8,0.0,8350.0,0.0,0.0,1.0,2011.0,1.0
KB게임(KB스팩),코스닥,기타 사업지원 서비스업,3750.0,2500.0,0.0,8000000.0,20000.0,KB투자증권,100.0,0.0,-,중소일반,8.0,1.0,1250.0,0.0,1.0,1.0,2011.0,1.0
티에스이,코스닥,반도체 및 기타 전자부품 제조업,71000.0,45000.0,0.0,812200.0,36549.0,한국투자증권,100.0,0.0,1421,중소일반,48.0,0.0,26000.0,0.0,1.0,1.0,2011.0,1.0
인텍플러스,코스닥,"기타 측정, 시험, 항해 및 정밀기기 제조업",9500.0,7000.0,0.0,1000000.0,7000.0,한국투자증권,100.0,0.0,4124,중소일반,100.0,0.0,2500.0,0.0,1.0,1.0,2011.0,1.0
다나와,코스닥,소프트웨어 개발 및 공급업,19000.0,14000.0,0.0,1438646.0,20141.0,한국투자증권,100.0,0.0,2550,중소벤쳐,84.29,0.0,5000.0,0.0,1.0,1.0,2011.0,1.0
씨그널정보통신,코스닥,무선통신업,11750.0,8500.0,0.0,892000.0,7582.0,신영증권,100.0,0.0,1254,중소일반,100.0,0.0,3250.0,0.0,0.0,1.0,2011.0,1.0
중국고섬공고,코스피,지주회사 및 경영컨설팅 서비스업,8955.0,7000.0,0.0,30000000.0,210000.0,대우증권,100.0,0.0,-,외국기업,-10.0,0.0,1955.0,0.0,0.0,1.0,2011.0,1.0
인트론바이오테크놀로지,코스닥,그외 기타 분류안된 화학제품 제조업,7850.0,6100.0,0.0,500000.0,3050.0,신한금융투자,100.0,0.0,4331,중소일반,100.0,0.0,1750.0,0.0,0.0,1.0,2011.0,1.0
블루콤,코스닥,컴퓨터 및 그 주변기기 제조업,15000.0,12000.0,0.0,2700000.0,32400.0,우리투자증권,100.0,0.0,3800,중소벤쳐,57.08,0.0,3000.0,0.0,0.0,1.0,2011.0,1.0
딜리,코스닥,컴퓨터 및 주변장치 제조업,11000.0,8000.0,0.0,1470000.0,11760.0,현대증권,100.0,0.0,2200,중소벤쳐,-5.0,0.0,3000.0,0.0,0.0,1.0,2011.0,1.0
제이엔케이히터,코스닥,토목 건설업,17300.0,13600.0,0.0,2000000.0,27200.0,우리투자증권,100.0,0.0,1442,중소벤쳐,-9.93,0.0,3700.0,0.0,0.0,1.0,2011.0,1.0
엘비세미콘,코스닥,"다이오드, 트랜지스터 및 유사 반도체소자 제조업",6250.0,4700.0,0.0,8000000.0,37600.0,한국투자증권,100.0,0.0,11857,중소벤쳐,-1.06,0.0,1550.0,0.0,1.0,1.0,2011.0,1.0
티피씨,코스닥,자동차부품 제조업,7100.0,5200.0,0.0,1300000.0,6760.0,신영증권,100.0,0.0,2500,중소일반,34.62,0.0,1900.0,0.0,0.0,1.0,2011.0,2.0
케이아이엔엑스,코스닥,부가 통신업,10650.0,8000.0,0.0,720000.0,5760.0,하나대투증권,100.0,0.0,2040,중소벤쳐,0.0,0.0,2650.0,0.0,0.0,1.0,2011.0,2.0
나노신소재,코스닥,기초 화합물 제조업,22750.0,17000.0,0.0,1779000.0,30243.0,한국투자증권,100.0,0.0,2582,중소벤쳐,3.24,0.0,5750.0,0.0,1.0,1.0,2011.0,2.0
현대위아,코스피,기타 자동차부품 제조업,83000.0,65000.0,0.0,8000000.0,520000.0,미래에셋증권,100.0,0.0,108651,중소일반,17.69,0.0,18000.0,0.0,1.0,1.0,2011.0,2.0
부스타,코스닥,"구조용 금속제품, 탱크 및 증기발생기 제조업",5600.0,4200.0,0.0,2040000.0,8568.0,HMC투자증권,100.0,0.0,3060,중소일반,-10.0,0.0,1400.0,0.0,0.0,1.0,2011.0,2.0
일진머티리얼즈,코스피,기타 비금속 광물제품 제조업,22000.0,15800.0,0.0,11761362.0,185830.0,미래에셋증권,100.0,0.0,14566,중소일반,-3.16,0.0,6200.0,0.0,1.0,1.0,2011.0,3.0
티케이케미칼,코스닥,방직용 섬유 및 사 도매업,7000.0,5000.0,0.0,39600000.0,198000.0,우리투자증권,100.0,0.0,40000,중소일반,-3.0,0.0,2000.0,0.0,0.0,1.0,2011.0,4.0
이퓨쳐,코스닥,"서적, 잡지 및 기타 인쇄물 출판업",8400.0,6400.0,0.0,900000.0,5760.0,삼성증권,100.0,0.0,1367,중소벤쳐,100.0,0.0,2000.0,0.0,1.0,1.0,2011.0,4.0
한국종합기술,코스피,"건축기술, 엔지니어링 및 관련기술 서비스업",11400.0,7100.0,0.0,3144120.0,22323.0,우리투자증권,100.0,0.0,4951,중소일반,30.99,0.0,4300.0,0.0,0.0,1.0,2011.0,4.0
골프존,코스닥,영상게임기 제조업,104500.0,85000.0,0.0,2000000.0,170000.0,한국투자증권,100.0,0.0,5065,중소벤쳐,11.06,0.0,19500.0,0.0,1.0,1.0,2011.0,5.0
케이엠에이치,코스닥,위성 및 기타 방송업,15250.0,9500.0,0.0,3093840.0,29391.0,IBK투자증권,100.0,0.0,4440,중소벤쳐,-10.0,0.0,5750.0,0.0,0.0,1.0,2011.0,5.0
세아특수강,코스피,제 1차 철강산업,38000.0,28000.0,0.0,2582820.0,72319.0,하나대투증권,66.67,0.0,34240,중소일반,16.07,0.0,10000.0,0.0,0.0,1.0,2011.0,6.0
엘티에스,코스닥,전자응용 공작기계 제조업,49750.0,34000.0,0.0,723479.0,24598.0,우리투자증권,100.0,0.0,1546,중소벤쳐,-10.0,0.0,15750.0,0.0,0.0,1.0,2011.0,6.0
KT스카이라이프,코스피,위성 방송업,22750.0,17000.0,0.0,2500000.0,42500.0,대우증권,100.0,0.0,98917,중소일반,2.94,0.0,5750.0,0.0,0.0,1.0,2011.0,6.0
완리인터내셔널홀딩스,코스닥,"회사본부, 지주회사 및 경영컨설팅 서비스업",6850.0,4100.0,0.0,12200000.0,50020.0,삼성증권,100.0,0.0,-,외국기업,-6.1,0.0,2750.0,0.0,1.0,1.0,2011.0,6.0
넥스트아이,코스닥,산업처리공정 제어장비 제조업,15100.0,10000.0,0.0,1000000.0,10000.0,한국투자증권,100.0,0.0,2405,중소벤쳐,-10.0,0.0,5100.0,0.0,1.0,1.0,2011.0,6.0
리켐,코스닥,기초화학물질 제조업,18000.0,14000.0,0.0,1171400.0,16400.0,SK증권,100.0,0.0,2104,중소벤쳐,30.0,0.0,4000.0,0.0,0.0,1.0,2011.0,6.0
코오롱플라스틱,코스피,합성수지 및 기타 플라스틱물질 제조업,5950.0,4300.0,0.0,8700000.0,37410.0,대우증권,100.0,0.0,20300,중소일반,60.47,0.0,1650.0,0.0,0.0,1.0,2011.0,6.0
쓰리피시스템,코스닥,특수 목적용 기계 제조업,7500.0,5800.0,0.0,1709130.0,9913.0,부국증권,100.0,0.0,2545,중소벤쳐,0.0,0.0,1700.0,0.0,0.0,1.0,2011.0,6.0
엠케이트렌드,코스피,"근무복, 작업복 및 유사 의복 제조업",14500.0,11000.0,0.0,2400000.0,26400.0,우리투자증권,100.0,0.0,2800,중소일반,40.91,0.0,3500.0,0.0,0.0,1.0,2011.0,6.0
탑금속,코스닥,주형 및 금형 제조업,9050.0,6500.0,0.0,3300000.0,21450.0,현대증권,50.0,0.0,5000,중소일반,24.92,0.0,2550.0,0.0,0.0,1.0,2011.0,6.0
하이마트,코스피,가전제품 소매업,92850.0,59000.0,0.0,7114370.0,419748.0,대우증권,63.25,0.0,7414,중소일반,-10.0,0.0,33850.0,0.0,0.0,1.0,2011.0,6.0
한국항공우주산업,코스피,항공기용 부품 제조업,22000.0,15500.0,0.0,36613883.0,567515.0,"우리투자,현대증권",32.769999999999996,0.0,429860,중소일반,24.52,0.0,6500.0,0.0,0.0,2.0,2011.0,6.0
대양전기공업,코스닥,선박 및 보트 건조업,13200.0,9000.0,0.0,2850000.0,25650.0,삼성증권,100.0,0.0,3322,중소일반,24.44,0.0,4200.0,0.0,1.0,1.0,2011.0,7.0
옵티시스,코스닥,유선 통신장비 제조업,10500.0,7600.0,0.0,700000.0,5320.0,키움증권,100.0,0.0,2468,중소벤쳐,44.74,0.0,2900.0,0.0,1.0,1.0,2011.0,7.0
나이벡,코스닥,의료용품 및 기타 의약관련제품 제조업,13500.0,10000.0,0.0,734000.0,7340.0,대신증권,100.0,0.0,996,중소일반,50.0,0.0,3500.0,0.0,1.0,1.0,2011.0,7.0
신세계인터내셔날,코스피,셔츠 및 외의 도매업,82500.0,65000.0,0.0,2000000.0,130000.0,한국투자증권,100.0,0.0,25700,중소일반,58.46,0.0,17500.0,0.0,1.0,1.0,2011.0,7.0
상아프론테크,코스닥,전자관 제조업,9750.0,6000.0,0.0,2500000.0,15000.0,한국투자증권,100.0,0.0,4894,중소일반,28.0,0.0,3750.0,0.0,1.0,1.0,2011.0,7.0
삼원강재,코스피,열간 압연 및 압출 제품 제조업,5800.0,4000.0,0.0,10000000.0,40000.0,대우증권,100.0,0.0,15000,중소일반,100.0,0.0,1800.0,0.0,0.0,1.0,2011.0,7.0
경봉,코스닥,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",9550.0,7100.0,0.0,1335000.0,9479.0,동양증권,100.0,0.0,1882,중소벤쳐,53.52,0.0,2450.0,0.0,0.0,1.0,2011.0,7.0
제닉,코스닥,"의약품, 의료용 기구 및 화장품 소매업",30000.0,22000.0,0.0,900000.0,19800.0,교보증권,100.0,0.0,1474,중소벤쳐,61.82,0.0,8000.0,0.0,0.0,1.0,2011.0,8.0
아이씨디,코스닥,기타 특수목적용 기계 제조업,36500.0,34000.0,0.0,1550000.0,52700.0,동양증권,100.0,0.0,2805,중소일반,84.71,0.0,2500.0,0.0,0.0,1.0,2011.0,8.0
제이씨케미칼,코스닥,석유화학계 기초화학물질 제조업,9600.0,7200.0,0.0,3340000.0,24048.0,삼성증권,70.06,0.0,5500,중소벤쳐,43.06,0.0,2400.0,0.0,1.0,1.0,2011.0,8.0
화진,코스닥,자동차 차체용 부품 제조업,5850.0,4300.0,0.0,2861600.0,12305.0,HMC투자증권,100.0,0.0,4519,중소일반,47.21,0.0,1550.0,0.0,0.0,1.0,2011.0,8.0
피앤이솔루션,코스닥,"소프트웨어 자문, 개발 및 공급업",11000.0,8000.0,0.0,1500000.0,12000.0,교보증권,100.0,0.0,2820,중소벤쳐,1.38,0.0,3000.0,0.0,0.0,1.0,2011.0,9.0
대한과학,코스닥,기계장비 및 관련용품 도매업,4000.0,3000.0,0.0,1400000.0,4200.0,대우증권,100.0,0.0,2062,중소벤쳐,67.0,0.0,1000.0,0.0,0.0,1.0,2011.0,10.0
넥솔론,코스피,"다이오드, 트랜지스터 및 유사 반도체소자 제조업",10700.0,4000.0,0.0,22622550.0,90490.0,우리투자증권,100.0,0.0,29388,중소일반,50.0,0.0,6700.0,0.0,0.0,1.0,2011.0,10.0
로보스타,코스닥,산업용 로봇 제조업,7500.0,5800.0,0.0,1173429.0,6806.0,미래에셋증권,100.0,0.0,2158,중소벤쳐,34.48,0.0,1700.0,0.0,1.0,1.0,2011.0,10.0
케이맥,코스닥,물질 검사·측정 및 분석기구 제조업,20500.0,14500.0,0.0,1200000.0,17400.0,현대증권,100.0,0.0,2494,중소벤쳐,70.69,0.0,6000.0,0.0,0.0,1.0,2011.0,10.0
테라세미콘,코스닥,반도체 제조용 기계 제조업,16000.0,13500.0,0.0,1200000.0,16200.0,LIG투자증권,100.0,0.0,3470,중소벤쳐,76.3,0.0,2500.0,0.0,0.0,1.0,2011.0,11.0
씨엔플러스,코스닥,"전동기, 발전기 및 전기 변환 ·",15650.0,11500.0,0.0,800000.0,9200.0,한국투자증권,100.0,0.0,1675,중소벤쳐,32.17,0.0,4150.0,0.0,1.0,1.0,2011.0,11.0
씨큐브,코스닥,요업용 유약 및 관련제품 제조업,6700.0,5750.0,0.0,958388.0,5511.0,대신증권,100.0,0.0,2270,중소일반,21.74,0.0,950.0,0.0,1.0,1.0,2011.0,11.0
신흥기계,코스닥,일반목적용 기계 제조업,10850.0,8500.0,0.0,1576000.0,13396.0,한국투자증권,100.0,0.0,2700,중소일반,88.24,0.0,2350.0,0.0,1.0,1.0,2011.0,11.0
테크윙,코스닥,반도체 및 기타 전자부품제조,28000.0,23000.0,0.0,650000.0,14950.0,한국투자증권,100.0,0.0,2487,중소벤쳐,30.43,0.0,5000.0,0.0,1.0,1.0,2011.0,11.0
아이테스트,코스닥,전자집적회로 제조업(반도체 테스트),3200.0,2400.0,0.0,10000000.0,24000.0,미래에셋증권,100.0,0.0,18165,중소벤쳐,12.08,0.0,800.0,0.0,1.0,1.0,2011.0,11.0
쎄미시스코,코스닥,반도체 제조용 기계 제조업,11000.0,9500.0,0.0,961800.0,9137.0,하이투자증권,100.0,0.0,1319,중소벤쳐,16.84,0.0,1500.0,0.0,0.0,1.0,2011.0,11.0
와이지엔터테인먼트,코스닥,오디오물 출판 및 원판 녹음업,36500.0,34000.0,0.0,1246539.0,42382.0,대우증권,100.0,0.0,2030,중소일반,100.0,0.0,2500.0,0.0,0.0,1.0,2011.0,11.0
이엠넷,코스닥,데이터베이스 및 온라인정보 제공업,9000.0,6400.0,0.0,1500000.0,9600.0,KB투자증권,100.0,0.0,1500,중소일반,78.13,0.0,2600.0,0.0,1.0,1.0,2011.0,11.0
신진에스엠,코스닥,금속 절삭기계 제조업,20000.0,15000.0,0.0,900000.0,13500.0,한화증권,100.0,0.0,1800,중소벤쳐,0.0,0.0,5000.0,0.0,0.0,1.0,2011.0,11.0
에스에프씨,코스닥,"플라스틱 필름, 시트 및 판 제조업",22000.0,14000.0,0.0,1632900.0,22861.0,우리투자증권,100.0,0.0,1200,중소일반,-10.0,0.0,8000.0,0.0,0.0,1.0,2011.0,11.0
티브이로직,코스닥,통신기기 및 방송장비 제조업,15600.0,12000.0,0.0,1050000.0,12600.0,한국투자증권,100.0,0.0,2100,중소일반,-9.58,0.0,3600.0,0.0,1.0,1.0,2011.0,12.0
넥스트리밍,코스닥,"기타 소프트웨어 자문, 개발 및 공급업",8000.0,6000.0,0.0,662600.0,3976.0,신한금융투자,100.0,0.0,2965,중소벤쳐,-10.0,0.0,2000.0,0.0,0.0,1.0,2011.0,12.0
사파이어테크놀로지,코스닥,기타 비금속 광물제품 제조업,87500.0,65000.0,0.0,810000.0,52650.0,한국투자증권,100.0,0.0,2300,중소벤쳐,-10.0,0.0,22500.0,0.0,1.0,1.0,2011.0,12.0
씨유메디칼시스템,코스닥,의료용 기기 제조업,15750.0,12000.0,0.0,800000.0,9600.0,현대증권,100.0,0.0,2317,중소벤쳐,33.33,0.0,3750.0,0.0,0.0,1.0,2011.0,12.0
인터지스,코스피,일반 화물자동차 운송업,16100.0,10000.0,0.0,5835000.0,58350.0,삼성증권,75.72,0.0,8720,중소일반,-10.0,0.0,6100.0,0.0,1.0,1.0,2011.0,12.0
서암기계공업,코스닥,기어 및 동력전달장치 제조업,5100.0,3800.0,0.0,3150000.0,11970.0,한국투자증권,100.0,1.19,4725,중소일반,5.26,0.0,1300.0,0.0,1.0,1.0,2011.0,12.0
시큐브,코스닥,"기타 소프트웨어 자문, 개발 및 공급업",6650.0,4900.0,0.0,909842.0,4458.0,SK증권,100.0,0.0,2645,중소벤쳐,-10.0,0.0,1750.0,0.0,0.0,1.0,2011.0,12.0
나이스디앤비,코스닥,데이터베이스 및 온라인정보 제공업,2250.0,1700.0,0.0,3920000.0,6664.0,대신증권,100.0,0.0,5697,중소일반,44.12,0.0,550.0,0.0,1.0,1.0,2011.0,12.0
GS리테일(지에스리테일),코스피,일반소비용품의 도ㆍ소매업,28500.0,19500.0,0.0,15400000.0,300300.0,우리투자증권,100.0,0.0,77000,중소일반,0.0,0.0,9000.0,0.0,0.0,1.0,2011.0,12.0
디엔에이링크,코스닥,"물리,화학,및 생물학 연구개발업",9500.0,7700.0,0.0,658418.0,5070.0,미래에셋증권,100.0,0.0,1728,중소벤쳐,100.0,0.0,1800.0,0.0,1.0,1.0,2011.0,12.0
원익머트리얼즈,코스닥,가스제조 및 배관 공급업,36000.0,27000.0,0.0,1667751.0,45029.0,동양증권,100.0,0.0,2066,중소일반,48.15,0.0,9000.0,0.0,0.0,1.0,2011.0,12.0
동아팜텍,코스닥,의약품 도매업,32000.0,24000.0,0.0,2267000.0,54408.0,우리투자증권,100.0,0.0,3025,중소일반,45.83,0.0,8000.0,0.0,0.0,1.0,2012.0,1.0
케이탑리츠,코스닥,부동산업,5500.0,5500.0,0.0,3000000.0,16500.0,한국투자증권,100.0,0.0,-,중소일반,0.91,0.0,0.0,0.0,1.0,1.0,2012.0,1.0
남화토건,코스닥,건물 건설업,4100.0,3000.0,0.0,3000000.0,9000.0,HMC투자증권,100.0,0.0,4370,중소일반,33.33,0.0,1100.0,0.0,0.0,1.0,2012.0,1.0
뉴로스,코스닥,"터보기계 및 터보엔진 제품,소프트웨어 개발",11750.0,8500.0,0.0,500000.0,4250.0,교보증권,100.0,0.0,2131,중소벤쳐,60.0,0.0,3250.0,0.0,0.0,1.0,2012.0,2.0
사람인에이치알,코스닥,포털 및 기타 인터넷 정보매개 서비스업,6500.0,5000.0,0.0,2430070.0,12150.0,현대증권,100.0,0.0,3184,중소일반,100.0,0.0,1500.0,0.0,0.0,1.0,2012.0,2.0
휴비스,코스피,합성섬유 제조업,18300.0,12200.0,0.0,16405000.0,200141.0,대우증권,32.0,0.0,143750,중소일반,0.41,0.0,6100.0,0.0,0.0,1.0,2012.0,2.0
빛샘전자,코스닥,"다이오드, 트랜지스터 및 유사반도체 제조업",6200.0,4400.0,0.0,780000.0,3432.0,미래에셋증권,100.0,0.0,2110,중소일반,100.0,0.0,1800.0,0.0,1.0,1.0,2012.0,3.0
코오롱패션머티리얼,코스피,화학섬유 제조업,19250.0,14500.0,0.0,3000000.0,43500.0,우리투자증권,100.0,0.0,74483,중소일반,37.93,0.0,4750.0,0.0,0.0,1.0,2012.0,4.0
에스비아이모기지,코스피,기타 여신금융업,12300.0,7000.0,0.0,7123000.0,49861.0,하나대투증권,53.33,0.0,-,중소일반,-10.0,0.0,5300.0,0.0,0.0,1.0,2012.0,4.0
비아트론,코스닥,"다이오드, 트랜지스터 및 유사 반도체소자 제조업",20200.0,15900.0,0.0,1150000.0,18285.0,한국투자증권,100.0,0.0,3967,중소일반,60.38,0.0,4300.0,0.0,1.0,1.0,2012.0,5.0
사조씨푸드,코스피,원양 어업,13625.0,10600.0,0.0,6026490.0,63881.0,미래에셋증권,70.0,0.0,13000,중소일반,-5.66,0.0,3025.0,0.0,1.0,1.0,2012.0,6.0
피엔티,코스닥,2차전지 및 소재산업 장비 제조업,22000.0,17000.0,0.0,806638.0,13713.0,하나대투증권,100.0,0.0,1168,중소일반,31.18,0.0,5000.0,0.0,0.0,1.0,2012.0,7.0
디지탈옵틱,코스닥,기타 광학기기 제조업,15250.0,11500.0,0.0,1374600.0,15808.0,신한금융투자,100.0,0.0,2009,중소일반,-5.22,0.0,3750.0,0.0,0.0,1.0,2012.0,7.0
네이블커뮤니케이션즈,코스닥,응용소프트웨어 개발 및 공급업,12000.0,9000.0,0.0,600000.0,5400.0,한국투자증권,100.0,0.0,1863,중소일반,10.22,0.0,3000.0,0.0,1.0,1.0,2012.0,7.0
엠씨넥스,코스닥,"사진기, 영사기 및 관련장비 제조업",25500.0,15000.0,0.0,800000.0,12000.0,한국투자증권,100.0,0.0,2382,중소일반,-10.0,0.0,10500.0,0.0,1.0,1.0,2012.0,7.0
우양에이치씨,코스닥,설치용 금속탱크 및 저장용기 제조업,7250.0,5500.0,0.0,2530000.0,13915.0,한화증권,100.0,0.0,5150,중소벤쳐,-10.0,0.0,1750.0,0.0,0.0,1.0,2012.0,7.0
에이제이렌터카(구.아주오토렌탈),코스피,승용 자동차 임대업,12500.0,7000.0,0.0,5550000.0,38850.0,한국투자증권,100.0,0.0,7886,중소일반,-7.71,0.0,5500.0,0.0,1.0,1.0,2012.0,7.0
나노스,코스닥,기타 전자부품 제조업,9500.0,7000.0,0.0,1500000.0,10500.0,한화증권,100.0,0.0,2039,중소벤쳐,32.57,0.0,2500.0,0.0,0.0,1.0,2012.0,8.0
모다정보통신,코스닥,기타 무선 통신장비 제조업,11250.0,7000.0,0.0,700000.0,4900.0,키움증권,100.0,0.0,1783,중소벤쳐,27.14,0.0,4250.0,0.0,1.0,1.0,2012.0,9.0
코이즈,코스닥,광학렌즈 및 광학요소 제조업,10200.0,7500.0,0.0,1180000.0,8850.0,한국투자증권,100.0,0.0,2488,중소벤쳐,20.0,0.0,2700.0,0.0,1.0,1.0,2012.0,9.0
아바텍,코스닥,판유리 가공품 제조업,8000.0,6300.0,0.0,2950000.0,18585.0,한국투자증권,100.0,0.0,6525,중소일반,66.67,0.0,1700.0,0.0,1.0,1.0,2012.0,11.0
CJ헬로비전,코스피,종합유선 및 기타 유선 방송업,23500.0,16000.0,0.0,18892418.0,302279.0,하이투자,100.0,0.0,529338,중소일반,-5.63,0.0,7500.0,0.0,0.0,1.0,2012.0,11.0
와이엠씨,코스닥,평판디스플레이 제조용 기계 제조업,8100.0,6000.0,0.0,1946319.0,11678.0,우리투자증권,100.0,0.0,1550,중소벤쳐,18.17,0.0,2100.0,0.0,0.0,1.0,2012.0,11.0
맥스로텍,코스닥,산업용 로봇 제조업,9500.0,7000.0,0.0,1000000.0,7000.0,미래에셋증권,100.0,0.0,2357,중소벤쳐,52.14,0.0,2500.0,0.0,1.0,1.0,2012.0,11.0
GMB코리아,코스피,기타 자동차부품 제조업,12200.0,6000.0,0.0,5718860.0,34313.0,신한금융투자,43.23,0.0,8300,중소일반,-0.17,0.0,6200.0,0.0,0.0,1.0,2012.0,11.0
디젠스,코스닥,자동차부품제조업체,2950.0,1800.0,0.0,5000000.0,9000.0,우리투자증권,100.0,0.0,3931,중소일반,55.56,0.0,1150.0,0.0,0.0,1.0,2012.0,11.0
우리로광통신,코스닥,절연 광섬유케이블 제조업,14150.0,10300.0,0.0,2087777.0,21504.0,미래에셋증권,100.0,0.0,2327,중소일반,-10.0,0.0,3850.0,0.0,1.0,1.0,2012.0,11.0
SBIAXES(구.AXES홀딩스),코스닥,"회사본부, 지주회사 및 경영컨설팅 서비스업",4800.0,3600.0,0.0,5341400.0,19229.0,하나대투증권,100.0,0.0,10794,중소일반,-10.0,0.0,1200.0,0.0,0.0,1.0,2012.0,12.0
씨에스엘쏠라,코스닥,기타 기초유기화학물질 제조업,15500.0,10000.0,0.0,1200000.0,12000.0,키움증권,100.0,11.31,3287,중소일반,25.0,0.0,5500.0,0.0,1.0,1.0,2012.0,12.0
포티스,코스닥,방송장비 제조업,5450.0,3900.0,0.0,1244500.0,4854.0,하나대투증권,100.0,0.0,1400,중소일반,46.15,0.0,1550.0,0.0,0.0,1.0,2013.0,1.0
아이센스,코스닥,물질 검사·측정 및 분석기구 제조업,25500.0,19000.0,0.0,900000.0,17100.0,우리투자증권,100.0,0.0,4009,중소일반,53.68,0.0,6500.0,0.0,0.0,1.0,2013.0,1.0
우리이앤엘,코스닥,"다이오드, 트랜지스터 및 유사 반도체소자 제조업",7750.0,4900.0,0.0,9000000.0,44100.0,현대증권,100.0,0.0,11500,중소일반,-10.0,0.0,2850.0,0.0,0.0,1.0,2013.0,2.0
아이원스,코스닥,특수 목적용 기계 제조업,6700.0,4500.0,0.0,2196480.0,9884.0,우리투자증권,100.0,0.0,3151,중소벤쳐,22.22,0.0,2200.0,0.0,0.0,1.0,2013.0,2.0
지디,코스닥,액정 평판 디스플레이 제조업,22750.0,18000.0,0.0,2400000.0,43200.0,미래에셋증권,100.0,0.0,2539,중소벤쳐,39.72,0.0,4750.0,0.0,1.0,1.0,2013.0,2.0
제로투세븐,코스닥,전자상거래업,11350.0,8300.0,0.0,3000000.0,24900.0,현대증권,100.0,0.0,4270,중소일반,57.23,0.0,3050.0,0.0,0.0,1.0,2013.0,2.0
코렌텍,코스닥,정형외과용 및 신체보정용 기기 제조업,21000.0,16000.0,0.0,1200000.0,19200.0,한국투자증권,100.0,12.53,2104,중소벤쳐,-0.31,0.0,5000.0,0.0,1.0,1.0,2013.0,3.0
윈팩,코스닥,"다이오드, 트랜지스터 및 유사 반도체소자 제조업",6750.0,4000.0,0.0,2527406.0,10110.0,키움증권,100.0,0.0,3691,중소일반,1.25,0.0,2750.0,0.0,1.0,1.0,2013.0,3.0
세호로보트,코스닥,기타 가공공작기계 제조업,10250.0,7800.0,0.0,1100000.0,8580.0,IBK투자증권,100.0,71.5,1560,중소벤쳐,79.49,0.0,2450.0,0.0,0.0,1.0,2013.0,4.0
삼목강업,코스닥,기타 자동차 부품 제조업,5450.0,2600.0,0.0,3200000.0,8320.0,교보증권,100.0,0.0,7905,중소일반,32.31,0.0,2850.0,0.0,0.0,1.0,2013.0,4.0
레고켐바이오사이언스,코스닥,의학 및 약학 연구개발업,21550.0,15500.0,0.0,1400000.0,21700.0,한국투자증권,100.0,8.48,1785,중소벤쳐,28.39,0.0,6050.0,0.0,1.0,1.0,2013.0,5.0
디에스알,코스피,금속선 가공제품 제조업,6475.0,4000.0,0.0,4000000.0,16000.0,우리투자증권,100.0,0.0,6000,중소일반,25.0,0.0,2475.0,0.0,0.0,1.0,2013.0,5.0
엑세스바이오,코스닥,의료용품 및 기타 의약관련제품 제조업,5650.0,4500.0,0.0,5086318.0,22888.0,"우리투자증권,유진투자증권",100.0,0.0,21707,외국기업,100.0,0.0,1150.0,0.0,0.0,2.0,2013.0,5.0
나스미디어,코스닥,광고 대행업,12000.0,8800.0,0.0,1919000.0,16887.0,KB투자증권,100.0,0.0,3819,중소일반,71.02,0.0,3200.0,0.0,1.0,1.0,2013.0,7.0
KG이티에스,코스닥,지정 폐기물 처리업,4950.0,3800.0,0.0,8112400.0,30827.0,우리투자증권,100.0,0.0,77984,중소일반,5.26,0.0,1150.0,0.0,0.0,1.0,2013.0,7.0
파이오링크,코스닥,유선 통신장비 제조업,14750.0,10500.0,0.0,1200000.0,12600.0,LIG투자증권,100.0,0.0,1971,중소일반,76.19,0.0,4250.0,0.0,0.0,1.0,2013.0,8.0
금호N.T,코스닥,부직포 및 펠트 제조업,4250.0,3100.0,0.0,2400000.0,7440.0,미래에셋증권,100.0,73.8,2300,중소일반,100.0,0.0,1150.0,0.0,1.0,1.0,2013.0,8.0
아미코젠,코스닥,기타 제품 제조업,32700.0,25000.0,0.0,630519.0,15763.0,우리투자증권,100.0,0.0,1679,중소벤쳐,100.0,0.0,7700.0,0.0,0.0,1.0,2013.0,9.0
지엔씨에너지,코스닥,전동기 및 발전기 제조업,7900.0,6000.0,0.0,1200000.0,7200.0,교보증권,100.0,82.44,1573,중소벤쳐,100.0,0.0,1900.0,0.0,0.0,1.0,2013.0,10.0
엘티씨,코스닥,기타 기초유기화학물질 제조업,27250.0,20500.0,0.0,1303828.0,26728.0,키움증권,100.0,0.0,2291,중소벤쳐,21.95,0.0,6750.0,0.0,1.0,1.0,2013.0,10.0
파수닷컴,코스닥,"컴퓨터 프로그래밍,시스템 통합 및 관리업",8500.0,5800.0,0.0,1600000.0,9280.0,삼성증권,100.0,0.0,3097,중소벤쳐,3.45,0.0,2700.0,0.0,1.0,1.0,2013.0,10.0
테스나,코스닥,반도체 및 기타 전자부품 제조업,18750.0,13500.0,0.0,723552.0,9768.0,키움증권,100.0,0.0,3000,중소일반,13.33,0.0,5250.0,0.0,1.0,1.0,2013.0,10.0
